, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
52,21,7992335,9,15,105,188,26,0,11.66666667,9.591663047,34,0,12.53333333,14.54975045,36.66012498,3.002877132,347492.8261,901136.9312,2810937,3,5456284,682035.5,1262735.345,2852909,48,7992167,570869.0714,1112171.531,2810937,3,0,0,0,0,296,488,1.126078924,1.876798207,0,34,11.72,12.66070035,160.2933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,22,13400213,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,354.6958545,3.955161011,257696.4038,702569.1581,2631180,3,11200000,560899.55,1000524.004,2707277,491,13400000,432261.7097,872495.8473,2631180,4,0,0,0,0,680,1032,1.567139269,2.388021743,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
54,22,11471927,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,414.3157466,4.61997361,220613.9808,599927.314,2198922,3,10000000,500443.25,882688.4414,2247583,332,11500000,370057.4839,744845.8576,2198922,3,0,0,0,0,680,1032,1.830555581,2.789418029,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
55,21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
56,22,13371382,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,355.4606397,3.888902434,262183.9608,700430.8664,2480591,3,10800000,542447.4,952232.8099,2520061,449,13400000,445707.8333,872609.8988,2480591,3,0,0,0,0,680,1000,1.57051829,2.318384143,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
57,21,258,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54263.56589,11627.90698,129.0,83.43860018,188,70,258,258.0,0.0,258,258,0,0.0,0.0,0,0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
58,22,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.75362,14492.75362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
59,21,8850572,9,15,103,188,23,0,11.44444444,9.098229376,34,0,12.53333333,14.54975045,32.87923086,2.711689143,384807.4783,1003892.74,3271767,48,5537055,692131.875,1281772.864,2903181,48,8850444,632174.5714,1239805.198,3271767,48,0,0,0,0,296,488,1.016883429,1.694805714,0,34,11.64,12.53953747,157.24,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
60,22,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
61,21,246,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56910.56911,12195.12195,123.0,60.81118318,166,80,246,246.0,0.0,246,246,0,0.0,0.0,0,0,1,0,0,0,64,20,8130.081301,4065.04065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
62,443,122659,7,10,504,3913,198,0,72.0,92.36882591,1410,0,391.3,574.2993896,36010.40282,138.5956187,7666.1875,11430.21443,29051,0,100454,16742.33333,12390.649,29262,162,100621,11180.11111,18353.31156,51386,0,0,0,0,0,152,212,57.06878419,81.52683456,0,1410,245.3888889,453.9455965,206066.6046,0,0,0,1,0,0,0,0,1,259.8235294,72.0,391.3,152,0,0,0,0,0,0,7,504,10,3913,8192,119,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
63,443,114869944,15,15,5021,790,2580,0,334.7333333,883.7495174,395,0,52.66666667,138.9869812,50.58764545,0.261164922,3961032.552,4763292.139,10000000,45,115000000,8196498.214,3637693.788,10100000,122920,115000000,8196537.214,3687671.359,10100000,3927,0,0,0,0,480,480,0.130582461,0.130582461,0,2580,187.4516129,628.1626561,394588.3226,0,0,0,0,1,0,0,0,1,193.7,334.7333333,52.66666667,480,0,0,0,0,0,0,15,5021,15,790,383,541,2,32,120041.5,2411.502983,125248,118275,9442539.75,1354130.057,10000000,6318424,0
64,53,66082,1,1,45,100,45,45,45.0,0.0,100,100,100.0,0.0,2194.243516,30.2654278,66082.0,0.0,66082,66082,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.1327139,15.1327139,45,100,63.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,95.0,45.0,100.0,20,0,0,0,0,0,0,1,45,1,100,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
65,21,8865292,9,15,111,188,24,0,12.33333333,10.04987562,34,0,12.53333333,14.54975045,33.72703347,2.707186633,385447.4783,999731.2959,2987657,3,5833062,729132.75,1348022.606,2952226,210,8865189,633227.7857,1233872.858,2987657,3,0,0,0,0,296,488,1.015194987,1.691991646,0,34,11.96,12.78175783,163.3733333,0,0,0,1,0,0,0,0,1,12.45833333,12.33333333,12.53333333,296,0,0,0,0,0,0,9,111,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
66,22,13536814,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,351.1165921,3.915249186,260323.3462,705354.7586,2803883,3,10700000,534489.95,933947.7406,2243874,27,13500000,436668.7742,875411.4672,2803883,3,0,0,0,0,680,1032,1.551325149,2.363924037,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
67,53,24008,1,1,47,390,47,47,47.0,0.0,390,390,390.0,0.0,18202.26591,83.30556481,24008.0,0.0,24008,24008,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.65278241,41.65278241,47,390,161.3333333,198.0311423,39216.33333,0,0,0,0,0,0,0,0,1,242.0,47.0,390.0,32,0,0,0,0,0,0,1,47,1,390,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
68,88,680,2,2,504,2884,252,252,252.0,0.0,1442,1442,1442.0,0.0,4982352.941,5882.352941,226.6666667,387.4033213,674,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,64,2941.176471,2941.176471,252,1442,728.0,651.7898434,424830.0,0,0,0,0,0,0,0,0,1,910.0,252.0,1442.0,64,0,0,0,0,0,0,2,504,2,2884,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
69,443,629605,12,7,535,3938,202,0,44.58333333,70.86922442,1418,0,562.5714286,635.9192446,7104.45438,30.17765107,34978.05556,82928.90111,349578,4,629605,57236.81818,101521.2135,349578,4,210424,35070.66667,58073.04033,139825,4,0,0,0,0,392,232,19.05956909,11.11808197,0,1418,223.65,442.5095033,195814.6605,0,0,0,1,0,0,0,0,0,235.4210526,44.58333333,562.5714286,392,0,0,0,0,0,0,12,535,7,3938,29200,340,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
70,44240,93,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21505.37634,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10752.68817,10752.68817,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,1916,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
71,2919,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
72,443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
73,21,230,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60869.56522,13043.47826,115.0,96.16652224,183,47,230,230.0,0.0,230,230,0,0.0,0.0,0,0,1,0,0,0,64,20,8695.652174,4347.826087,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
74,80,115508315,16,14,435,1962,424,0,27.1875,105.8175907,1962,0,140.1428571,524.3665566,20.75175281,0.259721562,3983045.345,4886677.082,10200000,44,116000000,7700554.333,4203751.525,10200000,114,111000000,8524738.462,3774623.333,10200000,1088,0,0,0,0,332,424,0.138518166,0.121203396,0,1962,77.32258065,357.9519881,128129.6258,0,0,0,1,0,0,0,0,0,79.9,27.1875,140.1428571,332,0,0,0,0,0,0,16,435,14,1962,8192,946,12,20,42659.81818,12300.3236,79744,38765,10000000.0,50479.93133,10200000,9999801,0
75,443,15751785,11,10,849,6354,521,0,77.18181818,161.9233264,2282,0,635.4,811.9596596,457.2815081,1.333182239,787589.25,2363615.077,9718566,3,10800000,1076134.4,3039565.357,9718566,384,15700000,1739046.667,3518148.0,10100000,3,0,0,0,0,244,224,0.698333554,0.634848685,0,2282,327.4090909,614.9033729,378106.158,0,0,0,1,0,0,0,0,0,343.0,77.18181818,635.4,244,0,0,0,0,0,0,11,849,10,6354,8192,62,4,20,1042778.0,0.0,1042778,1042778,9718566.0,0.0,9718566,9718566,0
76,33833,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,400,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
77,22,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
78,53,178,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1820224.719,22471.91011,59.33333333,97.57219549,172,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11235.95506,11235.95506,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
79,51265,177,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11299.43503,177.0,0.0,177,177,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5649.717514,5649.717514,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,50578,37312,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,1018.439108,80.40308748,18656.0,26284.57327,37242,70,37312,37312.0,0.0,37312,37312,0,0.0,0.0,0,0,1,0,0,0,64,20,53.60205832,26.80102916,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,64,0,0,0,0,0,0,2,38,1,0,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
81,21,233,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60085.83691,12875.53648,116.5,47.37615434,150,83,233,233.0,0.0,233,233,0,0.0,0.0,0,0,1,0,0,0,64,20,8583.690987,4291.845494,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
82,80,4065671,5,6,435,1761,435,0,87.0,194.537914,1460,0,293.5,578.5601957,540.1322439,2.705580456,406567.1,1195873.829,3805842,68,259829,64957.25,87123.26272,195605,19657,4046084,809216.8,1784528.592,4001299,216,0,0,0,0,112,132,1.229809298,1.475771158,0,1460,183.0,424.0358047,179806.3636,0,0,0,1,0,0,0,0,1,199.6363636,87.0,293.5,112,0,0,0,0,0,0,5,435,6,1761,8192,30,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
83,443,112096517,20,20,2995,2610,581,6,149.75,255.4504535,516,0,130.5,228.3643211,50.00155357,0.356835351,2874269.667,4400218.802,10000000,1130,112000000,5897139.105,4739869.185,10100000,49749,112000000,5897143.684,4774053.251,10100000,49866,1,0,0,0,400,520,0.178417676,0.178417676,0,581,150.8780488,246.1724188,60600.85976,0,1,0,0,1,0,0,0,1,154.65,149.75,130.5,400,0,0,0,0,0,0,20,2995,20,2610,252,136,19,20,547319.2727,1467605.46,4964429,50559,9638648.273,1185264.184,10000000,6065048,0
84,80,50277,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.7796209,50277.0,0.0,50277,50277,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.88981045,19.88981045,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,238,119,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
85,22,12257226,24,35,2280,3721,640,0,95.0,138.57034,976,0,106.3142857,259.8717751,489.5887536,4.813487163,211331.4828,591067.0463,2355995,1,10600000,462094.0,857192.7472,2400995,1,12300000,360502.2353,740429.0058,2355995,3,0,0,0,0,788,1140,1.958028676,2.855458486,0,976,100.0166667,215.8848164,46606.25395,0,0,0,1,0,0,0,0,1,101.7118644,95.0,106.3142857,788,0,0,0,0,0,0,24,2280,35,3721,29200,247,17,32,0.0,0.0,0,0,0.0,0.0,0,0,2
86,443,117374323,56,71,2050,113010,1697,0,36.60714286,228.035777,2896,0,1591.690141,1041.907078,980.2825444,1.082008371,931542.246,2892733.41,10200000,0,117000000,2134078.6,4104522.188,10200000,1,114000000,1629119.2,3737511.99,10200000,1,0,0,0,0,1812,2280,0.477106053,0.604902318,0,2896,898.90625,1106.081033,1223415.251,0,0,0,1,0,0,0,0,1,905.984252,36.60714286,1591.690141,1812,0,0,0,0,0,0,56,2050,71,113010,29200,1120,4,32,171064.0,490371.0494,1649588,22894,10200000.0,69006.80503,10200000,9987913,0
87,80,28968,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,69.04170119,28968.0,0.0,28968,28968,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34.52085059,34.52085059,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,29200,16384,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
88,21,9500058,9,15,114,188,26,0,12.66666667,10.48808848,34,0,12.53333333,14.54975045,31.7892796,2.526300366,413046.0,1074738.87,3308869,3,6148250,768531.25,1422855.43,3197507,4,9499978,678569.8571,1326913.964,3308869,3,0,0,0,0,296,488,0.947362637,1.578937729,0,34,12.08,12.90322957,166.4933333,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,296,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
89,8080,134812,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,2522.03068,51.92416105,22468.66667,53230.91125,131123,123,134812,44937.33333,76126.81717,132841,949,132783,66391.5,91544.16521,131123,1660,0,0,0,0,92,72,29.67094917,22.25321188,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
90,21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
91,21,241,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,58091.28631,12448.13278,120.5,9.192388155,127,114,241,241.0,0.0,241,241,0,0.0,0.0,0,0,1,0,0,0,64,20,8298.755187,4149.377593,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
92,443,100973,8,5,525,3733,205,0,65.625,80.19073245,1430,0,746.6,716.6706356,42169.68893,128.7472889,8414.416667,13980.84401,36526,48,100973,14424.71429,21528.96035,53137,48,53334,13333.5,17325.31823,36614,48,0,0,0,0,172,112,79.22910085,49.51818803,0,1430,304.1428571,528.1281688,278919.3626,0,0,0,1,0,0,0,0,0,327.5384615,65.625,746.6,172,0,0,0,0,0,0,8,525,5,3733,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
93,59245,65,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46153.84615,32.5,44.54772721,64,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,15384.61538,30769.23077,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,389,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
94,22,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
95,21,9735125,9,15,99,188,20,0,11.0,8.544003745,34,0,12.53333333,14.54975045,29.48087467,2.465299624,423266.3043,1104644.692,3580781,3,6484279,810534.875,1509815.266,3622745,246,9735026,695359.0,1364287.501,3580781,3,0,0,0,0,296,488,0.924487359,1.540812265,0,34,11.48,12.41343358,154.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
96,53,30998,2,2,74,198,37,37,37.0,0.0,99,99,99.0,0.0,8774.759662,129.0405833,10332.66667,17890.64147,30991,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.52029163,64.52029163,37,99,61.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,77.25,37.0,99.0,40,0,0,0,0,0,0,2,74,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
97,21,8425551,9,15,113,188,28,0,12.55555556,10.50132267,34,0,12.53333333,14.54975045,35.72466655,2.848478396,366328.3043,960905.1206,3104214,2,6209650,776206.25,1434441.949,3149962,2,8425436,601816.8571,1187425.518,3104214,3,0,0,0,0,296,488,1.068179399,1.780298998,0,34,12.04,12.90503778,166.54,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
98,8080,999172,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.01491635,6.004972117,199834.4,272915.9874,499972,489,998629,499314.5,1700.591809,500517,498112,998683,499341.5,1659.579615,500515,498168,0,0,0,0,92,60,3.002486058,3.002486058,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,1
99,443,1240,5,0,37,0,37,0,7.4,16.54690303,0,0,0.0,0.0,29838.70968,4032.258065,310.0,411.2914619,871,0,1240,310.0,411.2914619,871,0,0,0.0,0.0,0,0,0,0,0,0,160,0,4032.258065,0.0,0,37,6.166666667,15.10518675,228.1666667,0,0,0,0,1,0,0,0,0,7.4,7.4,0.0,160,0,0,0,0,0,0,5,37,0,0,65341,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
100,443,123,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16260.1626,123.0,0.0,123,123,123,123.0,0.0,123,123,0,0.0,0.0,0,0,0,0,0,0,64,0,16260.1626,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,383,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
101,22,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
102,21,7451831,9,15,114,188,27,0,12.66666667,10.54751155,34,0,12.53333333,14.54975045,40.52695237,3.220684956,323992.6522,837831.2479,2556930,4,5166720,645840.0,1190602.783,2601363,229,7451764,532268.8571,1033712.965,2556930,4,0,0,0,0,296,488,1.207756859,2.012928098,0,34,12.08,12.91936531,166.91,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,296,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
103,21,10143521,9,15,98,188,20,0,10.88888889,8.432740427,34,0,12.53333333,14.54975045,28.19533769,2.366042324,441022.6522,1150228.634,3737372,3,6358817,794852.125,1469719.589,3373758,4,10100000,724528.1429,1420484.611,3737372,3,0,0,0,0,296,488,0.887265871,1.478776452,0,34,11.44,12.38978074,153.5066667,0,0,0,1,0,0,0,0,1,11.91666667,10.88888889,12.53333333,296,0,0,0,0,0,0,9,98,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
104,137,4,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,31000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
105,51222,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,360,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
106,47478,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1026,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
